kor_co_nm,fin_prdt_nm,join_way,pnsn_kind_nm,prdt_type_nm,dcls_rate,guar_rate,btrm_prft_rate_1,btrm_prft_rate_2,btrm_prft_rate_3,etc,pnsn_recp_trm_nm,pnsn_entr_age_nm,mon_paym_atm_nm,paym_prd_nm,pnsn_strt_age_nm,etc_available,etc_clean,search_text
피델리티자산운용,피델리티글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)종류PRS,영업점,연금저축펀드,재간접형,,,11.08,-4.04,6.49,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 피델리티글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)종류PRS
금융회사: 피델리티자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 11.08%
과거수익률2년: -4.04%
과거수익률3년: 6.49%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋배당과인컴증권자투자신탁(채권혼합)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합채권형,,,7.74,-7.12,7.39,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋배당과인컴증권자투자신탁(채권혼합)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.74%
과거수익률2년: -7.12%
과거수익률3년: 7.39%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
엔에이치아문디자산운용주식회사,NH-Amundi 성장 중소형주 증권투자신탁[주식]Class C-P1(연금저축),영업점,연금저축펀드,주식형,,,-0.66,-20.09,20.2,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: NH-Amundi 성장 중소형주 증권투자신탁[주식]Class C-P1(연금저축)
금융회사: 엔에이치아문디자산운용주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -0.66%
과거수익률2년: -20.09%
과거수익률3년: 20.2%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
우리자산운용 주식회사,우리하이플러스채권증권자투자신탁1호(채권)ClassC-P1,영업점,연금저축펀드,채권형,,,1.79,2.6,2.84,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 우리하이플러스채권증권자투자신탁1호(채권)ClassC-P1
금융회사: 우리자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.79%
과거수익률2년: 2.6%
과거수익률3년: 2.84%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋참신한리밸런싱연금저축증권투자신탁1호(채권혼합-재간접형)종류C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,재간접형,,,7.49,-8.82,7.23,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋참신한리밸런싱연금저축증권투자신탁1호(채권혼합-재간접형)종류C
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.49%
과거수익률2년: -8.82%
과거수익률3년: 7.23%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
엔에이치아문디자산운용주식회사,NH-Amundi 모아모아15 증권투자신탁[채권혼합]ClassC-P1(연금저축),영업점,연금저축펀드,혼합채권형,,,2.48,0.87,2.99,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: NH-Amundi 모아모아15 증권투자신탁[채권혼합]ClassC-P1(연금저축)
금융회사: 엔에이치아문디자산운용주식회사
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.48%
과거수익률2년: 0.87%
과거수익률3년: 2.99%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋배당프리미엄연금저축증권전환형자투자신탁1호(주식혼합)종류C-e,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,8.97,-12.66,14.01,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋배당프리미엄연금저축증권전환형자투자신탁1호(주식혼합)종류C-e
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 8.97%
과거수익률2년: -12.66%
과거수익률3년: 14.01%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
흥국자산운용(주),흥국멀티플레이증권자투자신탁4호[채권]C-pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,채권형,,,2.91,3.11,1.64,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 흥국멀티플레이증권자투자신탁4호[채권]C-pe
금융회사: 흥국자산운용(주)
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.91%
과거수익률2년: 3.11%
과거수익률3년: 1.64%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
흥국자산운용(주),흥국 멀티플레이증권자투자신탁4호[채권]C-p,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,채권형,,,2.91,3.02,1.69,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 흥국 멀티플레이증권자투자신탁4호[채권]C-p
금융회사: 흥국자산운용(주)
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.91%
과거수익률2년: 3.02%
과거수익률3년: 1.69%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식) 종류C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,9.6,-16.23,21.92,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식) 종류C
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 9.6%
과거수익률2년: -16.23%
과거수익률3년: 21.92%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
브이아이자산운용 주식회사,브이아이 공모주 플러스 10 증권 투자신탁 1호[채권혼합] CP2,"영업점,인터넷,스마트폰",연금저축펀드,혼합채권형,,,0.63,2.86,2.47,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 브이아이 공모주 플러스 10 증권 투자신탁 1호[채권혼합] CP2
금융회사: 브이아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 0.63%
과거수익률2년: 2.86%
과거수익률3년: 2.47%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰"
한국투자밸류자산운용,한국밸류10년투자배당증권투자신탁(채권혼합)종류C-P,영업점,연금저축펀드,혼합채권형,,,5.21,-5.25,3.69,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국밸류10년투자배당증권투자신탁(채권혼합)종류C-P
금융회사: 한국투자밸류자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 5.21%
과거수익률2년: -5.25%
과거수익률3년: 3.69%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자신탁운용,한국투자크레딧포커스증권자투자신탁1호(채권)(C-P),영업점,연금저축펀드,채권형,,,2.17,0.0,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자크레딧포커스증권자투자신탁1호(채권)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.17%
과거수익률2년: 0.0%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
KB자산운용,KB 연금 인덱스 증권 전환형 자투자신탁(주식) C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,-100.0,-18.74,25.62,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KB 연금 인덱스 증권 전환형 자투자신탁(주식) C
금융회사: KB자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -100.0%
과거수익률2년: -18.74%
과거수익률3년: 25.62%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
한국투자신탁운용,한국투자한국의힘증권자투자신탁1호(채권혼합)(C-P),영업점,연금저축펀드,혼합채권형,,,2.76,-4.48,6.53,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자한국의힘증권자투자신탁1호(채권혼합)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.76%
과거수익률2년: -4.48%
과거수익률3년: 6.53%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
KB자산운용,KB 연금 성장주 증권 전환형 자투자신탁(주식) C 클래스,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,-100.0,-17.11,26.69,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KB 연금 성장주 증권 전환형 자투자신탁(주식) C 클래스
금융회사: KB자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -100.0%
과거수익률2년: -17.11%
과거수익률3년: 26.69%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
슈로더투자신탁운용,슈로더유로연금증권자투자신탁(주식-재간접형)종류C,"영업점,인터넷",연금저축펀드,재간접형,,,23.55,-17.23,15.02,10,10년 확정,30세,"100,000원",10년,60세,True,10,"상품명: 슈로더유로연금증권자투자신탁(주식-재간접형)종류C
금융회사: 슈로더투자신탁운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 23.55%
과거수익률2년: -17.23%
과거수익률3년: 15.02%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷"
미래에셋자산운용,미래에셋배당프리미엄연금저축증권전환형자투자신탁1호(주식혼합)종류C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,8.47,-13.05,13.53,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋배당프리미엄연금저축증권전환형자투자신탁1호(주식혼합)종류C
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 8.47%
과거수익률2년: -13.05%
과거수익률3년: 13.53%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
한국투자신탁운용,한국투자만기투자형증권투자신탁5호(채권)(C-P),영업점,연금저축펀드,채권형,,,2.43,2.88,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자만기투자형증권투자신탁5호(채권)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.43%
과거수익률2년: 2.88%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자신탁운용,한국투자e단기채증권투자신탁(채권)(C-P),영업점,연금저축펀드,채권형,,,2.1,2.42,1.83,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자e단기채증권투자신탁(채권)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.1%
과거수익률2년: 2.42%
과거수익률3년: 1.83%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
KB자산운용,KB 연금 성장주50 증권 전환형 자투자신탁(채권혼합) C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합채권형,,,-100.0,-6.6,12.02,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KB 연금 성장주50 증권 전환형 자투자신탁(채권혼합) C
금융회사: KB자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -100.0%
과거수익률2년: -6.6%
과거수익률3년: 12.02%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
케이씨지아이자산운용 주식회사,메리츠코리아증권투자신탁[채권혼합]종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합채권형,,,3.97,-3.62,5.52,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 메리츠코리아증권투자신탁[채권혼합]종류C-P
금융회사: 케이씨지아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 3.97%
과거수익률2년: -3.62%
과거수익률3년: 5.52%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
유진자산운용,유진챔피언중단기채증권자투자신탁(채권) Class C-P,영업점,연금저축펀드,채권형,,,2.17,3.01,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 유진챔피언중단기채증권자투자신탁(채권) Class C-P
금융회사: 유진자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.17%
과거수익률2년: 3.01%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
유진자산운용,유진챔피언단기채증권자투자신탁(채권) Class C-Pe,영업점,연금저축펀드,채권형,,,1.96,2.27,1.93,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 유진챔피언단기채증권자투자신탁(채권) Class C-Pe
금융회사: 유진자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.96%
과거수익률2년: 2.27%
과거수익률3년: 1.93%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
하나자산운용,하나UBSPIMCO글로벌인컴혼합자산자투자신탁(H)[재간접형]ClassC-P2,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합자산,,,5.89,-1.41,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBSPIMCO글로벌인컴혼합자산자투자신탁(H)[재간접형]ClassC-P2
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 혼합자산
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 5.89%
과거수익률2년: -1.41%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
하나자산운용,하나UBS 글로벌인프라 증권 자투자신탁[주식] 종류C-P2E,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,26.26,-8.51,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBS 글로벌인프라 증권 자투자신탁[주식] 종류C-P2E
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 26.26%
과거수익률2년: -8.51%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
얼라이언스번스틴자산운용,AB글로벌고수익증권투자신탁(채권-재간접형)종류형C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,재간접형,,,12.65,-6.49,5.22,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: AB글로벌고수익증권투자신탁(채권-재간접형)종류형C-P
금융회사: 얼라이언스번스틴자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 12.65%
과거수익률2년: -6.49%
과거수익률3년: 5.22%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
한국투자밸류자산운용,한국밸류10년투자연금증권전환형투자신탁1호(채권) C,영업점,연금저축펀드,채권형,,,1.83,2.19,0.58,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국밸류10년투자연금증권전환형투자신탁1호(채권) C
금융회사: 한국투자밸류자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.83%
과거수익률2년: 2.19%
과거수익률3년: 0.58%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
아이비케이자산운용,IBK 평생설계 연금증권 전환형 자투자신탁 [국공채] C,영업점,연금저축펀드,채권형,,,2.37,2.65,-0.38,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: IBK 평생설계 연금증권 전환형 자투자신탁 [국공채] C
금융회사: 아이비케이자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.37%
과거수익률2년: 2.65%
과거수익률3년: -0.38%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
유진자산운용,유진챔피언단기채증권자투자신탁(채권) Class C-P1,영업점,연금저축펀드,채권형,,,1.86,2.17,1.99,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 유진챔피언단기채증권자투자신탁(채권) Class C-P1
금융회사: 유진자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.86%
과거수익률2년: 2.17%
과거수익률3년: 1.99%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
케이씨지아이자산운용 주식회사,메리츠시니어증권자투자신탁[채권혼합-재간접형]종류C-Pe,영업점,연금저축펀드,재간접형,,,8.28,-8.05,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 메리츠시니어증권자투자신탁[채권혼합-재간접형]종류C-Pe
금융회사: 케이씨지아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 8.28%
과거수익률2년: -8.05%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
삼성자산운용,삼성클래식30연금증권전환형자투자신탁 제1호[채권혼합]_C,"영업점,인터넷,스마트폰,모집인",연금저축펀드,혼합채권형,,,2.87,-3.87,5.84,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 삼성클래식30연금증권전환형자투자신탁 제1호[채권혼합]_C
금융회사: 삼성자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.87%
과거수익률2년: -3.87%
과거수익률3년: 5.84%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인"
신한자산운용주식회사,신한BNPP해피라이프연금증권전환형자투자신탁제1호[주식](종류C1),영업점,연금저축펀드,주식형,,,7.16,-27.38,15.74,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 신한BNPP해피라이프연금증권전환형자투자신탁제1호[주식](종류C1)
금융회사: 신한자산운용주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.16%
과거수익률2년: -27.38%
과거수익률3년: 15.74%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋연금저축스마트롱숏증권자투자신탁1호(주식혼합)종류C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,0.06,-3.33,2.34,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋연금저축스마트롱숏증권자투자신탁1호(주식혼합)종류C
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 0.06%
과거수익률2년: -3.33%
과거수익률3년: 2.34%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
삼성자산운용,삼성당신을위한신연금코리아증권전환형자투자신탁 제1호[채권],"영업점,인터넷,스마트폰,모집인",연금저축펀드,채권형,,,1.51,1.46,0.58,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 삼성당신을위한신연금코리아증권전환형자투자신탁 제1호[채권]
금융회사: 삼성자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.51%
과거수익률2년: 1.46%
과거수익률3년: 0.58%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인"
KB자산운용,KB 연금 국내채권 증권 전환형 자투자신탁(채권) C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,채권형,,,-100.0,4.27,-0.27,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KB 연금 국내채권 증권 전환형 자투자신탁(채권) C
금융회사: KB자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -100.0%
과거수익률2년: 4.27%
과거수익률3년: -0.27%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
한국투자신탁운용,한국투자신종개인용MMF3호(S-P),영업점,연금저축펀드,단기금융(MMF),,,1.71,1.76,1.43,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자신종개인용MMF3호(S-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.71%
과거수익률2년: 1.76%
과거수익률3년: 1.43%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
DB자산운용주식회사,DBNEW해오름신종MMF제3호ClassC-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.61,1.69,1.36,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: DBNEW해오름신종MMF제3호ClassC-P
금융회사: DB자산운용주식회사
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.61%
과거수익률2년: 1.69%
과거수익률3년: 1.36%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
키움투자자산운용,키움 행복연금 코리아인덱스 증권 전환형 자투자신탁 제1호[주식],영업점,연금저축펀드,주식형,,,13.08,-8.34,-4.67,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 키움 행복연금 코리아인덱스 증권 전환형 자투자신탁 제1호[주식]
금융회사: 키움투자자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 13.08%
과거수익률2년: -8.34%
과거수익률3년: -4.67%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자신탁운용,한국투자신종개인용MMF3호(C-P),영업점,연금저축펀드,단기금융(MMF),,,1.58,1.63,1.29,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자신종개인용MMF3호(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.58%
과거수익률2년: 1.63%
과거수익률3년: 1.29%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
플러스자산운용,Plus 신종 개인용 MMF2호 종류 C-p1(연금저축),"영업점,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.59,1.62,1.3,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: Plus 신종 개인용 MMF2호 종류 C-p1(연금저축)
금융회사: 플러스자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.59%
과거수익률2년: 1.62%
과거수익률3년: 1.3%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,모집인,전화(텔레뱅킹)"
