kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,save_trm,intr_rate,intr_rate2,search_text
진주저축은행,M-정기예금(비대면),스마트폰,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,1,1.0,1.0,"상품명: M-정기예금(비대면)
금융회사: 진주저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 스마트폰"
진주저축은행,E-정기예금(비대면),인터넷,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,1,1.9,1.9,"상품명: E-정기예금(비대면)
금융회사: 진주저축은행
기본금리: 1.9%
최고금리: 1.9%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 인터넷"
진주저축은행,지니뱅크-정기예금(비대면),스마트폰,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,3,1.5,1.5,"상품명: 지니뱅크-정기예금(비대면)
금융회사: 진주저축은행
기본금리: 1.5%
최고금리: 1.5%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 스마트폰"
진주저축은행,"안심정기예금(진주,통영) (창구전용)",영업점,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,6,3.25,3.25,"상품명: 안심정기예금(진주,통영) (창구전용)
금융회사: 진주저축은행
기본금리: 3.25%
최고금리: 3.25%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 영업점"
진주저축은행,"안심정기예금(부산,창원,울산) (창구전용)",영업점,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,1,1.0,1.0,"상품명: 안심정기예금(부산,창원,울산) (창구전용)
금융회사: 진주저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 영업점"
진주저축은행,"회전정기예금(부산,창원,울산) [변동금리]",영업점,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,1,1.5,1.5,"상품명: 회전정기예금(부산,창원,울산) [변동금리]
금융회사: 진주저축은행
기본금리: 1.5%
최고금리: 1.5%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 영업점"
진주저축은행,"회전정기예금(진주,통영) [변동금리]",영업점,"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,1,1.0,1.0,"상품명: 회전정기예금(진주,통영) [변동금리]
금융회사: 진주저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 영업점"
진주저축은행,회전정기예금(비대면) [변동금리],"인터넷,스마트폰","ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",,12,3.0,3.0,"상품명: 회전정기예금(비대면) [변동금리]
금융회사: 진주저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 인터넷,스마트폰"
예가람저축은행,정기예금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,1,제한없음,영업점 전용상품,,1,1.0,1.0,"상품명: 정기예금
금융회사: 예가람저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
예가람저축은행,e-정기예금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,"인터넷뱅킹, 스마트폰",,1,1.6,1.6,"상품명: e-정기예금
금융회사: 예가람저축은행
기본금리: 1.6%
최고금리: 1.6%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
예가람저축은행,회전정기예금,영업점,"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,1. 매 회전주기 기준 정기예금 12개월 고시금리 + 0.1%p 변동 2. 계약기간: 2~3년,,12,3.1,3.1,"상품명: 회전정기예금
금융회사: 예가람저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
예가람저축은행,e-회전정기예금,"인터넷,스마트폰","* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,1. 매 회전주기 기준 e-정기예금 12개월 고시금리 + 0.1%p 변동 2. 계약기간: 2~3년,,12,3.15,3.15,"상품명: e-회전정기예금
금융회사: 예가람저축은행
기본금리: 3.15%
최고금리: 3.15%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
예가람저축은행,The빠른회전정기예금(6개월),영업점,"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,"영업점 전용상품
* 계약기간 36개월(6개월 회전주기 변동금리 상품)",,1,1.3,1.3,"상품명: The빠른회전정기예금(6개월)
금융회사: 예가람저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
예가람저축은행,e-The빠른회전정기예금(6개월),"인터넷,스마트폰","* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,"인터넷뱅킹, 스마트폰
* 계약기간 36개월(6개월 회전주기 변동금리 상품)",,12,3.0,3.0,"상품명: e-The빠른회전정기예금(6개월)
금융회사: 예가람저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
JT저축은행,회전식정기예금(변동금리상품),영업점,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%","-최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임.",1,제한없음,현금IC카드 발급 불가 상품,,1,2.2,2.2,"상품명: 회전식정기예금(변동금리상품)
금융회사: JT저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: -최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임.
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
JT저축은행,회전정기예금_비대면(변동금리상품),"인터넷,스마트폰","-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%","-최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임.",1,제한없음,현금IC카드 발급 불가 상품,,12,2.8,2.8,"상품명: 회전정기예금_비대면(변동금리상품)
금융회사: JT저축은행
기본금리: 2.8%
최고금리: 2.8%
저축기간: 12개월
최고한도: nan
우대조건: -최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임.
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
JT저축은행,정기예금,영업점,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%","(판매중단)
자동만기연장 우대상품 기가입고객에 한해 자동재예치 시 적용.
이외 우대조건 없음.",1,제한없음,현금IC카드 발급 불가 상품,,12,3.0,3.0,"상품명: 정기예금
금융회사: JT저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: (판매중단)
자동만기연장 우대상품 기가입고객에 한해 자동재예치 시 적용.
이외 우대조건 없음.
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
JT저축은행,e-정기예금,"인터넷,스마트폰","-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",없음,1,제한없음,현금IC카드 발급 불가 상품,,12,3.15,3.15,"상품명: e-정기예금
금융회사: JT저축은행
기본금리: 3.15%
최고금리: 3.15%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
삼호저축은행,정기예금(인터넷-모바일),"인터넷,스마트폰","만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용",없음,1,없음,없음,,6,2.5,2.5,"상품명: 정기예금(인터넷-모바일)
금융회사: 삼호저축은행
기본금리: 2.5%
최고금리: 2.5%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 없음
가입방법: 인터넷,스마트폰"
삼호저축은행,정기예금,영업점,"만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용",없음,1,없음,없음,,1,1.3,1.3,"상품명: 정기예금
금융회사: 삼호저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 없음
가입방법: 영업점"
엔에이치저축은행,정기예금,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,1,제한없음,없음,,1,1.2,1.2,"상품명: 정기예금
금융회사: 엔에이치저축은행
기본금리: 1.2%
최고금리: 1.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
엔에이치저축은행,회전식 정기예금,"영업점,인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,1,제한없음,"-변동금리 상품: 가입기간은 36개월이며, 회전주기(매 1년)마다 약정이율 변동",,36,3.0,3.0,"상품명: 회전식 정기예금
금융회사: 엔에이치저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점,인터넷,스마트폰"
엔에이치저축은행,비대면 정기예금,"인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,1,제한없음,없음,,1,2.1,2.1,"상품명: 비대면 정기예금
금융회사: 엔에이치저축은행
기본금리: 2.1%
최고금리: 2.1%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
대신저축은행,정기예금,"영업점,인터넷","* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,모든고객,없음,,3,2.0,2.0,"상품명: 정기예금
금융회사: 대신저축은행
기본금리: 2.0%
최고금리: 2.0%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 모든고객
가입방법: 영업점,인터넷"
대신저축은행,스마트정기예금,스마트폰,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,스마트뱅크 가입고객,가입채널 제한 (모바일앱전용상품),,3,2.0,2.0,"상품명: 스마트정기예금
금융회사: 대신저축은행
기본금리: 2.0%
최고금리: 2.0%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 스마트뱅크 가입고객
가입방법: 스마트폰"
대신저축은행,더드리고정기예금,영업점,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,만 65세이상 고객,영업점전용상품,,12,3.0,3.0,"상품명: 더드리고정기예금
금융회사: 대신저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 만 65세이상 고객
가입방법: 영업점"
대신저축은행,대신든든정기예금,영업점,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,모든고객,영업점전용상품,,12,3.0,3.0,"상품명: 대신든든정기예금
금융회사: 대신저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 모든고객
가입방법: 영업점"
대신저축은행,회전정기예금,영업점,"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,모든고객,영업점전용상품,,12,3.1,3.1,"상품명: 회전정기예금
금융회사: 대신저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 모든고객
가입방법: 영업점"
대신저축은행,스마트회전정기예금,스마트폰,"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,스마트뱅크 가입고객,가입채널 제한 (모바일앱전용상품),,12,3.1,3.1,"상품명: 스마트회전정기예금
금융회사: 대신저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 스마트뱅크 가입고객
가입방법: 스마트폰"
IBK저축은행,참기특한정기예금,영업점,"-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,1,"제한없음 (단,비거주 외국인 제외)",없음,,12,1.6,3.1,"상품명: 참기특한정기예금
금융회사: IBK저축은행
기본금리: 1.6%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음 (단,비거주 외국인 제외)
가입방법: 영업점"
IBK저축은행,참기특한정기예금(비대면),"인터넷,스마트폰","-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,1,"제한없음 (단,비거주 외국인 제외)",없음,,6,2.9,2.9,"상품명: 참기특한정기예금(비대면)
금융회사: IBK저축은행
기본금리: 2.9%
최고금리: 2.9%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음 (단,비거주 외국인 제외)
가입방법: 인터넷,스마트폰"
IBK저축은행,IBKSB 회전정기예금(변동금리),영업점,"* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율
* 만기경과 1개월 초과 : 보통예금 이율",없음,1,"제한없음 (단,비거주 외국인 제외)",매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,,12,3.25,3.25,"상품명: IBKSB 회전정기예금(변동금리)
금융회사: IBK저축은행
기본금리: 3.25%
최고금리: 3.25%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음 (단,비거주 외국인 제외)
가입방법: 영업점"
IBK저축은행,IBKSB e-회전정기예금(변동금리),"인터넷,스마트폰","* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율
* 만기경과 1개월 초과 : 보통예금 이율",없음,1,"제한없음 (단,비거주 외국인 제외)",매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,,12,3.25,3.25,"상품명: IBKSB e-회전정기예금(변동금리)
금융회사: IBK저축은행
기본금리: 3.25%
최고금리: 3.25%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음 (단,비거주 외국인 제외)
가입방법: 인터넷,스마트폰"
IBK저축은행,이어드림 회전정기예금(변동금리),영업점,"* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율
* 만기경과 1개월 초과 : 보통예금 이율",없음,1,"제한없음 (단,비거주 외국인 제외)","매 회전주기 기준 정기예금 12개월 고시금리+회차별 우대금리 적용하여 약정이율 변동
(회차별 우대금리 : 1회차 : 0.15%, 2회차 : 0.20%, 3회차 : 0.3%, 4회차 : 0.4%",,12,2.65,2.65,"상품명: 이어드림 회전정기예금(변동금리)
금융회사: IBK저축은행
기본금리: 2.65%
최고금리: 2.65%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음 (단,비거주 외국인 제외)
가입방법: 영업점"
BNK저축은행,정기예금(대면),영업점,"* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용","비대면, 인터넷,모바일 가입시 0.1%우대",1,제한없음,없음,,1,1.45,1.45,"상품명: 정기예금(대면)
금융회사: BNK저축은행
기본금리: 1.45%
최고금리: 1.45%
저축기간: 1개월
최고한도: nan
우대조건: 비대면, 인터넷,모바일 가입시 0.1%우대
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
BNK저축은행,삼삼한정기예금(회전정기예금)(1년단위 변동금리),"영업점,인터넷,스마트폰","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,1,제한없음,없음,,12,3.05,3.05,"상품명: 삼삼한정기예금(회전정기예금)(1년단위 변동금리)
금융회사: BNK저축은행
기본금리: 3.05%
최고금리: 3.05%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점,인터넷,스마트폰"
BNK저축은행,"정기예금(비대면,인터넷,모바일)","인터넷,스마트폰","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,1,제한없음,없음,,1,1.55,1.55,"상품명: 정기예금(비대면,인터넷,모바일)
금융회사: BNK저축은행
기본금리: 1.55%
최고금리: 1.55%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
KB저축은행,정기예금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제",1,제한없음,"- 3~36개월 가입가능
- 가입금액 : 100만원이상",,1,1.3,1.3,"상품명: 정기예금
금융회사: KB저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: - 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
KB저축은행,KB e-plus 정기예금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율",없음,1,제한없음,"- 3~36개월 가입가능
- 가입금액 : 100만원이상",,1,1.0,1.0,"상품명: KB e-plus 정기예금
금융회사: KB저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
KB저축은행,플러스회전식정기예금(대면),영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율",-만 65세이상 첫가입시 최초 1계좌에 한하여 우대금리 연 0.1%p적용,1,제한없음,"- 가입기간 36개월로 매 회전주기(1년)마다 자동회전되는 회전정기예금(변동금리상품)
- 가입금액 : 100만원이상",,6,3.25,3.25,"상품명: 플러스회전식정기예금(대면)
금융회사: KB저축은행
기본금리: 3.25%
최고금리: 3.25%
저축기간: 6개월
최고한도: nan
우대조건: -만 65세이상 첫가입시 최초 1계좌에 한하여 우대금리 연 0.1%p적용
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
KB저축은행,플러스회전식정기예금,스마트폰,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율",없음,1,제한없음,"- 가입기간 36개월로 매 회전주기(1년)마다 자동회전되는 회전정기예금(변동금리상품)
- 가입금액 : 100만원이상",,1,2.0,2.0,"상품명: 플러스회전식정기예금
금융회사: KB저축은행
기본금리: 2.0%
최고금리: 2.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
하나저축은행,정기예금,"영업점,인터넷,스마트폰","-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리","* 최고우대금리 : 0.2%
- 인터넷뱅킹, 모바일APP, 모바일WEB(하나디지털뱅크, 하나원큐연계), 비대면계좌개설서비스(SB톡톡)으로 가입: 0.1%
- 하나카드 휴면 6개월 이상 무실적 고객이 발급 후 3개월간 이용실적 10만원 이상 확인 시 0.1% 단,①~⑤ 모두충족 시
(자세한 사항은 홈페이지 참조)
※ 단위는 연%p",1,제한없음,"1. 최저가입금액 : 10만원이상

2. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)
-12개월이상~24개월미만(차등율:70%)
-24개월이상(차등율:80%)",,1,1.0,1.0,"상품명: 정기예금
금융회사: 하나저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: * 최고우대금리 : 0.2%
- 인터넷뱅킹, 모바일APP, 모바일WEB(하나디지털뱅크, 하나원큐연계), 비대면계좌개설서비스(SB톡톡)으로 가입: 0.1%
- 하나카드 휴면 6개월 이상 무실적 고객이 발급 후 3개월간 이용실적 10만원 이상 확인 시 0.1% 단,①~⑤ 모두충족 시
(자세한 사항은 홈페이지 참조)
※ 단위는 연%p
가입제한: 1
가입대상: 제한없음
가입방법: 영업점,인터넷,스마트폰"
하나저축은행,1Q 비대면정기예금,"인터넷,스마트폰","-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리",* 최고우대금리 : 없음,1,제한없음,"1. 최저가입금액 : 10만원이상

2. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)
-12개월이상~24개월미만(차등율:70%)",,1,1.0,1.0,"상품명: 1Q 비대면정기예금
금융회사: 하나저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: * 최고우대금리 : 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
하나저축은행,비대면 세바퀴정기예금(1년단위 변동금리상품),"인터넷,스마트폰","-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리",-,1,제한없음,"1. 회전주기 (매1년)마다 계약기간 이내에서 이자율 변동 및 이자를 지급하는 장기 정기예금(12개월 변동금리)

2. 최저가입금액 : 10만원이상

3. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)",,1,1.0,1.0,"상품명: 비대면 세바퀴정기예금(1년단위 변동금리상품)
금융회사: 하나저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
하나저축은행,세바퀴정기예금(1년단위 변동금리상품),"영업점,인터넷,스마트폰","-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리","세바퀴 정기예금 가입시 0.1%
인터넷뱅킹,모바일APP,모바일WEB(하나디지털뱅크, 하나원큐연계)으로 가입시 0.1%",1,제한없음,"1. 회전주기 (매1년)마다 계약기간 이내에서 이자율 변동 및 이자를 지급하는 장기 정기예금(12개월 변동금리)

2. 최저가입금액 : 10만원이상

3. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)",,1,1.3,1.3,"상품명: 세바퀴정기예금(1년단위 변동금리상품)
금융회사: 하나저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: 세바퀴 정기예금 가입시 0.1%
인터넷뱅킹,모바일APP,모바일WEB(하나디지털뱅크, 하나원큐연계)으로 가입시 0.1%
가입제한: 1
가입대상: 제한없음
가입방법: 영업점,인터넷,스마트폰"
